Directorate,Sub Directorate,Accounting Date,COST CENTRE,Supplier Name,Net Amount,Type
DIRECT MANAGING DIRECTOR AND RESOURCES,GF GENERAL EXPENDITURE POLICY,18-May-18,471900,Cardiff County Council,13417.26,Revenue
DIRECT CAPITAL LEARN AND SKILLS,AR CAPITAL SCHOOLS,18-May-18,812281,Ceri Griffiths & Ptns T/A Kennedy James Griffiths,1560,Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HIGHWAYS,18-May-18,831503,Glamorgan White Lining Limited,766.79,Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HIGHWAYS,18-May-18,831503,Glamorgan White Lining Limited,2948.18,Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HIGHWAYS,18-May-18,831503,Glamorgan White Lining Limited,676.26,Capital
DIRECT CAPITAL DEVELOPMENT,AR CAPITAL LEISURE,18-May-18,835375,Steve Floyd Limited,800,Capital
DIRECT CAPITAL DEVELOPMENT,CAPITAL PLANNING,18-May-18,837176,Glamorgan Gem Limited,594,Capital
DIRECT CAPITAL DEVELOPMENT,CAPITAL PLANNING,18-May-18,837176,Glamorgan Gem Limited,594,Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,18-May-18,842177,Jetcom Solutions Limited t/a Prestige Signs,1262,Capital
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,21-May-18,100805,New Directions (Education) Limited,524,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,21-May-18,101007,EDF Energy Plc,581.47,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,21-May-18,101007,EDF Energy Plc,587.87,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,21-May-18,101007,EDF Energy Plc,527.06,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,21-May-18,101025,EDF Energy Plc,863.05,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,21-May-18,101025,EDF Energy Plc,870.11,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,21-May-18,101031,EDF Energy Plc,667.28,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,21-May-18,101031,EDF Energy Plc,541.22,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,21-May-18,101032,EDF Energy Plc,866.22,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,21-May-18,101032,EDF Energy Plc,658.14,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,21-May-18,101047,EDF Energy Plc,747.77,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,21-May-18,101047,EDF Energy Plc,515.34,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,21-May-18,101063,Dwr Cymru Cyf,1044.58,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,21-May-18,101063,LDL Engineering Site Services Limited,1510,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,21-May-18,101063,TTS Group Limited,1642.76,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,21-May-18,101075,EDF Energy Plc,791.88,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,21-May-18,101075,EDF Energy Plc,582.18,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,21-May-18,101095,Corona Energy Retail 4 Limited,1024.85,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,21-May-18,101095,TWL Voice & Data Limited,1238.95,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,21-May-18,101137,EDF Energy Plc,735.92,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,21-May-18,101137,EDF Energy Plc,620.01,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,21-May-18,101171,EDF Energy Plc,1727.24,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,21-May-18,101173,EDF Energy Plc,796.17,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,21-May-18,101173,EDF Energy Plc,584.59,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,21-May-18,101195,EDF Energy Plc,1449.62,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,21-May-18,101195,EDF Energy Plc,991,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,21-May-18,101202,Valley Education Services Limited,813.84,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,21-May-18,101213,EDF Energy Plc,716.75,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,21-May-18,101233,EDF Energy Plc,760.47,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,21-May-18,101233,EDF Energy Plc,573.89,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,21-May-18,101233,Ignite & Inspire Limited,1320,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,21-May-18,101233,Zioxi Limited,834.6,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,21-May-18,101300,EDF Energy Plc,602.6,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,21-May-18,101305,EDF Energy Plc,587.12,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,21-May-18,101308,EDF Energy Plc,927.01,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,21-May-18,101315,EDF Energy Plc,819.07,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,21-May-18,101315,The Learning Partnership (Wales) Limited,801.3,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,21-May-18,102593,Nustream Limited,2171.19,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,21-May-18,102593,Vaughan Sound Installations Limited,1211,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,21-May-18,102593,David S Jarman & Ptn t/a Solution Express,508.6,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,21-May-18,102594,Corona Energy Retail 4 Limited,548.88,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,21-May-18,102594,EDF Energy Plc,649.26,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,21-May-18,102594,EDF Energy Plc,538.2,Revenue
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,21-May-18,102634,EDF Energy Plc,919.25,Revenue
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,21-May-18,102634,EDF Energy Plc,606.07,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,21-May-18,215489,1st Grade Care Limited,608.8,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,21-May-18,215489,1st Grade Care Limited,701.6,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,21-May-18,215489,1st Grade Care Limited,665.6,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,21-May-18,215489,1st Grade Care Limited,710.4,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,21-May-18,215489,1st Grade Care Limited,680.35,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,21-May-18,215489,1st Grade Care Limited,608.8,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,21-May-18,215489,GJ Care & Training Limited,558.52,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,21-May-18,215489,GJ Care & Training Limited,622.69,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,21-May-18,215489,GJ Care & Training Limited,617.94,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,21-May-18,216191,Cardiff County Council,36190.5,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,21-May-18,217909,1st Grade Care Limited,767.05,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,21-May-18,217909,GJ Care & Training Limited,699.26,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,21-May-18,218321,GJ Care & Training Limited,570.43,Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,21-May-18,260115,Llamau Limited,9259.75,Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,21-May-18,260200,Barnardos Cymru,3780,Revenue
DIRECT ENVIRONMENT AND HOUSING,BUILDING SERVICES,21-May-18,303900,M Thomas Water Services Limited,980,Revenue
DIRECT ENVIRONMENT AND HOUSING,BUILDING SERVICES,21-May-18,303900,M Thomas Water Services Limited,580,Revenue
DIRECT ENVIRONMENT AND HOUSING,BUILDING SERVICES,21-May-18,303910,SMK Building & Maintenance Limited,10976.71,Revenue
DIRECT ENVIRONMENT AND HOUSING,BUILDING SERVICES,21-May-18,303950,ADC Fire Systems Limited,586.4,Revenue
DIRECT ENVIRONMENT AND HOUSING,BUILDING SERVICES,21-May-18,303950,ADC Fire Systems Limited,683,Revenue
DIRECT ENVIRONMENT AND HOUSING,BUILDING SERVICES,21-May-18,303950,ADC Fire Systems Limited,961,Revenue
DIRECT ENVIRONMENT AND HOUSING,BUILDING SERVICES,21-May-18,303950,ADC Fire Systems Limited,586.4,Revenue
DIRECT ENVIRONMENT AND HOUSING,BUILDING SERVICES,21-May-18,303950,ADC Fire Systems Limited,586.4,Revenue
DIRECT ENVIRONMENT AND HOUSING,BUILDING SERVICES,21-May-18,303950,ADC Fire Systems Limited,586.4,Revenue
DIRECT ENVIRONMENT AND HOUSING,BUILDING SERVICES,21-May-18,303950,ADC Fire Systems Limited,1398,Revenue
DIRECT ENVIRONMENT AND HOUSING,BUILDING SERVICES,21-May-18,303950,MSS Consulting Limited,815,Revenue
DIRECT ENVIRONMENT AND HOUSING,BUILDING SERVICES,21-May-18,304103,AKW Medi-Care Limited,610.08,Revenue
DIRECT ENVIRONMENT AND HOUSING,REGENERATION & PLANNING,21-May-18,354717,Association of Severn Estuary Relevant Authorities,950,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,22-May-18,101006,Discovery Education Europe Limited,2314.55,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,22-May-18,101006,EDF Energy Plc,503.63,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,22-May-18,101006,Oxford University Press,731.85,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,22-May-18,101063,Purchase Card Direct Debit Payments,843.09,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,22-May-18,101110,Dwr Cymru Cyf,1479.75,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,22-May-18,101110,GL Education Group Limited,1049.02,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,22-May-18,101134,Dwr Cymru Cyf,779.32,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,22-May-18,101141,Apollo Teaching Services Limited,560,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,22-May-18,101171,The Consortium for Purchasing and Distribution Limited,556.19,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,22-May-18,101180,EDF Energy Plc,684.15,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,22-May-18,101202,Lucy Bateman,874.62,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,22-May-18,101229,Legacy Leisure Limited,562.5,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,22-May-18,101233,Purchase Card Direct Debit Payments,708.33,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,22-May-18,101233,Purchase Card Direct Debit Payments,708.33,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,22-May-18,101306,Dwr Cymru Cyf,1140.77,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,22-May-18,101306,iTeach Limited,2250,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,22-May-18,102593,PEAC (UK) Limited,2170,Revenue
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,22-May-18,102636,Empowering Learning Limited,1442.88,Revenue
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,22-May-18,102652,Smooth Starts Plus Limited,924,Revenue
DIRECT LEARNING AND SKILLS,STRATEGY COMMUNITY LEARNING & RESOURCES,22-May-18,130045,Dwr Cymru Cyf,788.18,Revenue
DIRECT LEARNING AND SKILLS,CATERING,22-May-18,150690,St Cyres Comprehensive School,3762.24,Revenue
DIRECT LEARNING AND SKILLS,GF CATERING,22-May-18,154401,Veolia ES (UK) Limited,3144.19,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-May-18,215486,Springbank Care Home Limited T/A Springbank Nursing Home,555.91,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-May-18,215489,Grangelodge Residential Home Limited t/a Grangelodge,513.66,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-May-18,215489,Healthcare Assistants Limited,561.56,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-May-18,215489,Baltimore Care Limited,516.38,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-May-18,215489,Baltimore Care Limited,516.38,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-May-18,215489,Baltimore Care Limited,526.38,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-May-18,215489,Bellavista Care (Cardiff) Limited T/A Bellavista Nursing Home Cardiff,506.04,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-May-18,215489,Bellavista Nursing Homes (Wales) Limited t/a Bellavista Care Home,645.84,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-May-18,215489,Broadway Care Centre Limited T/A Hazelhurst Nursing Home,516.38,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-May-18,215489,Broadway Care Centre Limited T/A Hazelhurst Nursing Home,538.41,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-May-18,215489,Duffryn Ffrwd Manor Limited,549.49,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-May-18,215489,E & E Homes Limited T/A Cliffhaven Residential Home,503.08,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-May-18,215489,Forge Care Homes Limited t/a The Forge Care Centre,925,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-May-18,215489,Forge Care Homes Limited t/a The Forge Care Centre,671.32,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-May-18,215489,Harrison Care Enterprises Barry Limited t/a Island View,516.38,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-May-18,215489,June Zehetmayr t/a Tower Hill Residential Home,538.12,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-May-18,215489,Lakeside Homes Limited T/A Lakeside House,518.82,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-May-18,215489,Llangoedmor Properties Limited T/A Parkside Residential Home,516.38,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-May-18,215489,Llangoedmor Properties Limited T/A Parkside Residential Home,517.8,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-May-18,215489,Llangoedmor Properties Limited T/A Parkside Residential Home,502.23,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-May-18,215489,Llangoedmor Properties Limited T/A Parkside Residential Home,500.86,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-May-18,215489,Llangoedmor Properties Limited T/A Parkside Residential Home,533.5,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-May-18,215489,MHA Care Group t/a Morel Court,531.09,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-May-18,215489,MHA Care Group t/a Ty Gwyn Private Nursing Home,599.54,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-May-18,215489,MHA Care Group t/a Ty Gwyn Private Nursing Home,552.58,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-May-18,215489,Middlepatch Limited T/A College Fields Nursing Home,574.12,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-May-18,215489,Middlepatch Limited T/A College Fields Nursing Home,590.99,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-May-18,215489,Middlepatch Limited T/A College Fields Nursing Home,572.59,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-May-18,215489,Middlepatch Limited T/A College Fields Nursing Home,576.54,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-May-18,215489,Middlepatch Limited T/A College Fields Nursing Home,514.35,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-May-18,215489,Middlepatch Limited T/A College Fields Nursing Home,567.84,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-May-18,215489,Middlepatch Limited T/A College Fields Nursing Home,612.02,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-May-18,215489,Middlepatch Limited T/A College Fields Nursing Home,512.87,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-May-18,215489,Middlepatch Limited T/A College Fields Nursing Home,614.52,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-May-18,215489,Middlepatch Limited T/A College Fields Nursing Home,559.95,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-May-18,215489,Middlepatch Limited T/A College Fields Nursing Home,567.84,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-May-18,215489,Middlepatch Limited T/A College Fields Nursing Home,589.85,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-May-18,215489,Northcote Developments Limited,513.38,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-May-18,215489,Northcote Developments Limited,508.15,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-May-18,215489,Northcote Developments Limited,515.73,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-May-18,215489,Oakville Care Limited t/a Romilly Nursing Home,900,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-May-18,215489,Springbank Care Home Limited T/A Springbank Nursing Home,563.34,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-May-18,215489,Springbank Care Home Limited T/A Springbank Nursing Home,612.02,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-May-18,215489,Springbank Care Home Limited T/A Springbank Nursing Home,575.79,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-May-18,215489,Springbank Care Home Limited T/A Springbank Nursing Home,603.34,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-May-18,215489,Springbank Care Home Limited T/A Springbank Nursing Home,1693.54,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-May-18,215489,Springbank Care Home Limited T/A Springbank Nursing Home,626.5,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-May-18,215489,The Manor House St Hilary Limited T/A Milsom House,642.99,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-May-18,215489,The Manor House St Hilary Limited T/A Milsom House,504.17,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-May-18,215489,The Manor House St Hilary Limited T/A Milsom House,1559.94,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-May-18,215489,Waverley Care Centre Limited,500.74,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-May-18,215489,Waverley Care Centre Limited,585.1,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-May-18,215489,Waverley Care Centre Limited,533.61,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-May-18,215489,Waverley Care Centre Limited,596.49,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-May-18,216179,Healthcare Assistants Limited,1254.42,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-May-18,216179,Accomplish Group Limited t/a Cedar House,1380.73,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-May-18,216179,Amethyst Healthcare Limited t/a Hillstone House,1770.23,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-May-18,216179,Bellavista Nursing Homes (Wales) Limited t/a Bellavista Care Home,552.23,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-May-18,216179,Care 4 U (Neath) Limited,1754.28,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-May-18,216179,Crusader Medical Care Limited T/A St Saviours Nursing Home,551.35,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-May-18,216179,Leonard Cheshire Disability,970.38,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-May-18,216179,Middlepatch Limited T/A College Fields Nursing Home,621.55,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-May-18,216179,Middlepatch Limited T/A College Fields Nursing Home,618.34,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-May-18,216179,Springbank Care Home Limited T/A Springbank Nursing Home,572.38,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-May-18,216179,Springbank Care Home Limited T/A Springbank Nursing Home,740,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-May-18,216179,Valebrook Care Homes Limited,1851.35,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-May-18,216179,Voyage 1 Limited t/a Brook Lodge,2528.8,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-May-18,216179,Voyage 1 Limited t/a Falcons Rest & Poachers Cottage,1729.64,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-May-18,216731,CJ Contract Travel Services Limited,570,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-May-18,217906,Amethyst Healthcare Limited t/a Hillstone House,618,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-May-18,217909,Consensus Support Services Limited t/a Ty Machen,2163.85,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-May-18,217909,Everycare (Cardiff) Limited,1021.44,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-May-18,217909,Accomplish Group Limited,1821.48,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-May-18,217909,Accomplish Group Limited,2146.47,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-May-18,217909,Accomplish Group Limited t/a Cedar House,1582.7,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-May-18,217909,Amethyst Healthcare Limited t/a Hillstone House,1680.86,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-May-18,217909,Amethyst Healthcare Limited t/a Hillstone House,1462.13,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-May-18,217909,Amethyst Healthcare Limited t/a Hillstone House,618.01,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-May-18,217909,Glasallt Fawr Camphill Centre,995.72,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-May-18,217909,Glasallt Fawr Camphill Centre,1544.9,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-May-18,217909,Heatherleigh Care Limited t/a 106 Splott Road,1563.71,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-May-18,217909,Heatherleigh Care Limited t/a 106 Splott Road,1223.14,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-May-18,217909,Llysywaun Limited t/a Bayview Lodge Nursing Home,1724.9,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-May-18,217909,Ocean Community Services Limited t/a Westminster Court Care Home,1116.27,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-May-18,217909,The Cedars Care Services Limited T/A Ashgrove Care Home,2112.35,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-May-18,217909,The Cedars Care Services Limited T/A Ashgrove Care Home,995.35,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-May-18,217909,The Cedars Care Services Limited T/A Oaklands,1030.35,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-May-18,217909,The Cedars Care Services Limited t/a Sycamore House,2026.35,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-May-18,217909,The Cedars Care Services Limited t/a Sycamore House,1809.35,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-May-18,217909,The Cedars Care Services Limited t/a The Cedars,1576.06,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-May-18,217909,The Cedars Care Services Limited t/a The Cedars,1365.05,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-May-18,217909,Vale Phoenix Limited,1079.73,Revenue
