Directorate,Sub Directorate,Accounting Date,COST CENTRE,Supplier Name,Net Amount,Type
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,24-Apr-18,101004,New Directions (Education) Limited,632.5,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,24-Apr-18,101004,New Directions (Education) Limited,506,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,24-Apr-18,103003,New Directions (Education) Limited,504,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,24-Apr-18,103095,New Directions (Education) Limited,534,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,24-Apr-18,103213,New Directions (Education) Limited,645,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,24-Apr-18,103213,New Directions (Education) Limited,516,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,24-Apr-18,103233,Hays Specialist Recruitment Limited,577.94,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,215489,April Complete Care Solutions Limited,604.24,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,217909,April Complete Care Solutions Limited,866.9,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,24-Apr-18,323686,Hays Specialist Recruitment Limited,640.64,Revenue
DIRECT ENVIRONMENT AND HOUSING,HOUSING,24-Apr-18,407119,Hays Specialist Recruitment Limited,755.71,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,24-Apr-18,422160,Anderselite Limited,850,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,215489,Avan Limited T/A Brightside Manor,936.3,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,215489,Baltimore Care Limited,650.88,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,215489,Baltimore Care Limited,516.38,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,215489,Baltimore Care Limited,516.38,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,215489,Baltimore Care Limited,526.38,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,215489,Bellavista Care (Cardiff) Limited T/A Bellavista Nursing Home Cardiff,506.04,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,215489,Bellavista Nursing Homes (Wales) Limited t/a Bellavista Care Home,1148,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,215489,Bellavista Nursing Homes (Wales) Limited t/a Bellavista Care Home,645.84,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,215489,Broadway Care Centre Limited T/A Hazelhurst Nursing Home,516.38,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,215489,Broadway Care Centre Limited T/A Hazelhurst Nursing Home,538.41,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,215489,Broadway Care Centre Limited T/A Hazelhurst Nursing Home,922.99,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,215489,Duffryn Ffrwd Manor Limited,549.49,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,215489,E & E Homes Limited T/A Cliffhaven Residential Home,503.08,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,215489,Forge Care Homes Limited t/a The Forge Care Centre,925,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,215489,Forge Care Homes Limited t/a The Forge Care Centre,671.32,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,215489,Harrison Care Enterprises Barry Limited t/a Island View,516.38,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,215489,June Zehetmayr t/a Tower Hill Residential Home,548.12,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,215489,Lakeside Homes Limited T/A Lakeside House,518.82,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,215489,Llangoedmor Properties Limited T/A Parkside Residential Home,530.5,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,215489,Llangoedmor Properties Limited T/A Parkside Residential Home,517.8,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,215489,Llangoedmor Properties Limited T/A Parkside Residential Home,502.23,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,215489,Llangoedmor Properties Limited T/A Parkside Residential Home,500.86,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,215489,Llangoedmor Properties Limited T/A Parkside Residential Home,533.5,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,215489,MHA Care Group t/a Morel Court,531.09,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,215489,MHA Care Group t/a Ty Gwyn Private Nursing Home,599.54,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,215489,MHA Care Group t/a Ty Gwyn Private Nursing Home,552.58,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,215489,Middlepatch Limited T/A College Fields Nursing Home,574.12,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,215489,Middlepatch Limited T/A College Fields Nursing Home,590.99,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,215489,Middlepatch Limited T/A College Fields Nursing Home,572.59,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,215489,Middlepatch Limited T/A College Fields Nursing Home,576.54,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,215489,Middlepatch Limited T/A College Fields Nursing Home,514.35,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,215489,Middlepatch Limited T/A College Fields Nursing Home,567.84,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,215489,Middlepatch Limited T/A College Fields Nursing Home,612.02,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,215489,Middlepatch Limited T/A College Fields Nursing Home,512.87,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,215489,Middlepatch Limited T/A College Fields Nursing Home,614.52,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,215489,Middlepatch Limited T/A College Fields Nursing Home,559.95,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,215489,Middlepatch Limited T/A College Fields Nursing Home,567.84,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,215489,Middlepatch Limited T/A College Fields Nursing Home,589.85,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,215489,Northcote Developments Limited,513.38,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,215489,Northcote Developments Limited,508.15,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,215489,Northcote Developments Limited,515.73,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,215489,Oakville Care Limited t/a Romilly Nursing Home,900,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,215489,Springbank Care Home Limited T/A Springbank Nursing Home,563.34,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,215489,Springbank Care Home Limited T/A Springbank Nursing Home,612.02,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,215489,Springbank Care Home Limited T/A Springbank Nursing Home,575.79,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,215489,Springbank Care Home Limited T/A Springbank Nursing Home,603.34,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,215489,Springbank Care Home Limited T/A Springbank Nursing Home,2061.19,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,215489,Springbank Care Home Limited T/A Springbank Nursing Home,626.5,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,215489,The Manor House St Hilary Limited T/A Milsom House,642.99,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,215489,The Manor House St Hilary Limited T/A Milsom House,504.17,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,215489,The Manor House St Hilary Limited T/A Milsom House,1559.94,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,215489,Waverley Care Centre Limited,500.74,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,215489,Waverley Care Centre Limited,585.1,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,215489,Waverley Care Centre Limited,533.61,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,215489,Waverley Care Centre Limited,596.49,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,216179,Accomplish Group Limited t/a Cedar House,1380.73,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,216179,Amethyst Healthcare Limited t/a Hillstone House,1770.23,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,216179,Bellavista Nursing Homes (Wales) Limited t/a Bellavista Care Home,552.23,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,216179,Care 4 U (Neath) Limited,1754.28,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,216179,Crusader Medical Care Limited T/A St Saviours Nursing Home,551.35,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,216179,Leonard Cheshire Disability,970.38,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,216179,Middlepatch Limited T/A College Fields Nursing Home,618.34,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,216179,Pontcanna Care Limited T/A Ty Llandaff Care Home,795.32,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,216179,Springbank Care Home Limited T/A Springbank Nursing Home,572.38,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,216179,Valebrook Care Homes Limited,1851.35,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,216179,Voyage 1 Limited t/a Brook Lodge,2528.8,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,216179,Voyage 1 Limited t/a Falcons Rest & Poachers Cottage,1729.64,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,217909,Accomplish Group Limited,1821.48,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,217909,Accomplish Group Limited,2146.47,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,217909,Accomplish Group Limited t/a Cedar House,1582.7,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,217909,Amethyst Healthcare Limited t/a Hillstone House,1680.86,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,217909,Amethyst Healthcare Limited t/a Hillstone House,1462.13,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,217909,Crosshands Care Limited,3360,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,217909,Glasallt Fawr Camphill Centre,995.72,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,217909,Glasallt Fawr Camphill Centre,1544.9,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,217909,Heatherleigh Care Limited t/a 106 Splott Road,1563.71,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,217909,Heatherleigh Care Limited t/a 106 Splott Road,1223.14,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,217909,Llysywaun Limited t/a Bayview Lodge Nursing Home,1724.9,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,217909,Ocean Community Services Limited t/a Westminster Court Care Home,1116.27,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,217909,The Cedars Care Services Limited T/A Ashgrove Care Home,2112.35,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,217909,The Cedars Care Services Limited T/A Ashgrove Care Home,995.35,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,217909,The Cedars Care Services Limited T/A Oaklands,1030.35,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,217909,The Cedars Care Services Limited t/a Sycamore House,2026.35,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,217909,The Cedars Care Services Limited t/a Sycamore House,1809.35,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,217909,The Cedars Care Services Limited t/a The Cedars,1576.06,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,217909,The Cedars Care Services Limited t/a The Cedars,1365.05,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,217909,Vale Phoenix Limited,1079.73,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,217909,Vale Phoenix Limited,1116.94,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,217909,Valebrook Care Homes Limited,1654.39,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,217909,Valebrook Care Homes Limited,1999.5,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,217909,Valebrook Care Homes Limited,1420.24,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,217909,Valebrook Care Homes Limited,1767.35,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,217909,Valebrook Care Homes Limited,1861.95,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,217909,Valebrook Care Homes Limited,1390.24,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,218321,Adriana Limited T/A The Priory Nursing Home,536,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,218321,Hafod Care Association Limited,619.96,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,218321,Harrison Care Enterprises Barry Limited t/a Island View,520.91,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,218321,Isman & Kinze Nessa T/A Haven House,516.38,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,218321,J and P Residential Homes Limited T/A Monkstone House,600,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,218321,Northcote Developments Limited,559,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,218321,Sanda Mitchel & Ptn t/a Canola House Residential Home,578,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,218321,Waverley Care Centre Limited,909.98,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,218419,Anwen Care Limited t/a Anwen Care Home,664,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,218419,Baltimore Care Limited,527.38,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,218419,Barchester Healthcare Homes Limited T/A Bushey House Beaumont,1400,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,218419,Bellavista Care (Cardiff) Limited T/A Bellavista Nursing Home Cardiff,696.38,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,218419,Bellavista Care (Cardiff) Limited T/A Bellavista Nursing Home Cardiff,516.38,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,218419,Bellavista Nursing Homes (Wales) Limited t/a Bellavista Care Home,503.15,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,218419,David Austin t/a Silverdale,663.68,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,218419,E & E Homes Limited T/A Cliffhaven Residential Home,501.05,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,218419,E & E Homes Limited T/A Cliffhaven Residential Home,516.38,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,218419,E & E Homes Limited T/A Cliffhaven Residential Home,503.15,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,218419,E & E Homes Limited T/A Cliffhaven Residential Home,505.2,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,218419,Forge Care Homes Limited t/a The Forge Care Centre,699.25,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,218419,Hallmark Care Homes (Bute Town) Limited t/a Shire Hall Care Home,1215.5,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,218419,Harrison Care Enterprises Barry Limited t/a Island View,516.38,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,218419,Harrison Care Enterprises Barry Limited t/a Island View,501.96,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,218419,Harrison Care Enterprises Barry Limited t/a Island View,618,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,218419,Harrison Care Enterprises Barry Limited t/a Island View,514.75,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,218419,Harrison Care Enterprises Barry Limited t/a Island View,544.81,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,218419,Harrison Care Enterprises Barry Limited t/a Island View,516.38,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,218419,Harrison Care Enterprises Barry Limited t/a Island View,516.38,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,218419,Harrison Care Enterprises Barry Limited t/a Island View,503.11,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,218419,Harrison Care Enterprises Barry Limited t/a Island View,516.38,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,218419,June Zehetmayr t/a Tower Hill Residential Home,650.88,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,218419,June Zehetmayr t/a Tower Hill Residential Home,508.38,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,218419,Llangoedmor Properties Limited T/A Parkside Residential Home,533.19,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,218419,Llangoedmor Properties Limited T/A Parkside Residential Home,650.88,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,218419,Shirwan Al-Mufti & Ptn t/a Pontcanna House,600,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,218419,Waverley Care Centre Limited,629.59,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,218419,Waverley Care Centre Limited,574,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,218419,Waverley Care Centre Limited,576.56,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,218419,Waverley Care Centre Limited,672.09,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,218419,Waverley Care Centre Limited,514.18,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,24-Apr-18,101229,Michael Douglass T/A Green Acres Contracting,625,Revenue
DIRECT LEARNING AND SKILLS,CATERING,24-Apr-18,150401,Russel Bishop t/a WR Bishop & Co,1713.83,Revenue
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,24-Apr-18,130222,Cwmni Urdd Gobaith Cymru,1585,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,215025,Dinas Powys Voluntary Concern,3457.23,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,215489,SCOPE - London,1238.24,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,215489,SCOPE - London,1164.5,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,217909,SCOPE - London,10644.88,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,24-Apr-18,217909,SCOPE - London,10690.19,Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,24-Apr-18,260060,Supported Fostering Services Charitable Trust,6334.29,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,25-Apr-18,215489,1st Grade Care Limited,608.8,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,25-Apr-18,215489,1st Grade Care Limited,701.6,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,25-Apr-18,215489,1st Grade Care Limited,665.6,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,25-Apr-18,215489,1st Grade Care Limited,710.4,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,25-Apr-18,215489,1st Grade Care Limited,680.35,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,25-Apr-18,215489,1st Grade Care Limited,532.7,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,25-Apr-18,215489,1st Grade Care Limited,613.9,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,25-Apr-18,215489,1st Grade Care Limited,582.4,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,25-Apr-18,215489,1st Grade Care Limited,621.6,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,25-Apr-18,215489,1st Grade Care Limited,597.15,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,25-Apr-18,215489,GJ Care & Training Limited,558.52,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,25-Apr-18,215489,GJ Care & Training Limited,622.69,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,25-Apr-18,215489,GJ Care & Training Limited,617.94,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,25-Apr-18,215489,Susan Barrett t/a All Saints Domiciliary Care Agency,788.3,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,25-Apr-18,215489,Susan Barrett t/a All Saints Domiciliary Care Agency,707,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,25-Apr-18,215489,Susan Barrett t/a All Saints Domiciliary Care Agency,707.88,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,25-Apr-18,215489,Susan Barrett t/a All Saints Domiciliary Care Agency,668.86,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,25-Apr-18,215489,Susan Barrett t/a All Saints Domiciliary Care Agency,771.46,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,25-Apr-18,215489,Susan Barrett t/a All Saints Domiciliary Care Agency,694.1,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,25-Apr-18,215489,Susan Barrett t/a All Saints Domiciliary Care Agency,662.28,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,25-Apr-18,215489,Susan Barrett t/a All Saints Domiciliary Care Agency,627.96,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,25-Apr-18,215489,Susan Barrett t/a All Saints Domiciliary Care Agency,588.94,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,25-Apr-18,215489,Susan Barrett t/a All Saints Domiciliary Care Agency,669.86,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,25-Apr-18,216179,Susan Barrett t/a All Saints Domiciliary Care Agency,505.7,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,25-Apr-18,217909,1st Grade Care Limited,767.05,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,25-Apr-18,217909,1st Grade Care Limited,676.7,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,25-Apr-18,217909,GJ Care & Training Limited,699.26,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,25-Apr-18,218321,GJ Care & Training Limited,570.43,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,25-Apr-18,101006,Canon (UK) Limited,581.36,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,25-Apr-18,101006,Corona Energy Retail 4 Limited,722.42,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,25-Apr-18,101006,Ministry of Furniture Limited,3537,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,25-Apr-18,101006,Osiris Educational Woodhall Spa Limited,1805,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,25-Apr-18,101006,Rahmqvist UK Limited,644.23,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,25-Apr-18,101006,The Assessment Foundation CIC,1116,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,25-Apr-18,101006,WWS 1987 Limited T/A Welsh Window Systems,2200,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,25-Apr-18,101047,ParentPay Limited,509.2,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,25-Apr-18,101140,EDF Energy Plc,1013.62,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,25-Apr-18,101140,Sovereign Risk Management Limited T/A Schools Advisory Service,4547.42,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,25-Apr-18,101195,TTS Group Limited,635.75,Revenue
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,25-Apr-18,102636,Media Academy Cardiff Limited,1280,Revenue
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,25-Apr-18,102652,St Davids College Trust,14450,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,25-Apr-18,212791,Castell Howell Foods Limited,552.35,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,25-Apr-18,215489,Healthcare Assistants Limited,561.56,Revenue
DIRECT SOCIAL SERVICES,GF BUSINESS MANAGEMENT & INOVATION,25-Apr-18,239011,Ebase Technology Limited,4200,Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,25-Apr-18,260090,The Amelia Methodist Trust Company Limited,1962.45,Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,25-Apr-18,260235,Luan Limited,4436.5,Revenue
DIRECT ENVIRONMENT AND HOUSING,BUILDING SERVICES,25-Apr-18,303905,J & D Water Consultants Limited,720,Revenue
